gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Os02g0523100,162.7735781,4.056424733,0.294812405,13.75934208,4.48E-43,2.60E-40
Os02g0530100,1344.22585,2.267353135,0.321826245,7.045271082,1.85E-12,6.21E-11
Os02g0534550,20.50124525,2.159104413,0.648337597,3.330216271,0.000867786,0.004416246
Os02g0535901,419.5209202,-2.367385711,0.308388073,-7.676644834,1.63E-14,7.32E-13
Os02g0541500,129.1610529,-3.2176473,0.495015593,-6.50009281,8.03E-11,2.04E-09
Os02g0569000,120.233759,-2.226665923,0.449860808,-4.949677507,7.43E-07,8.87E-06
Os02g0570400,810.3911933,-2.108263511,0.318088869,-6.627907227,3.40E-11,9.35E-10
Os02g0571100,238.6533103,-3.067161508,0.519240216,-5.907018396,3.48E-09,6.71E-08
Os02g0575000,6959.21817,2.178671941,0.29710593,7.33298033,2.25E-13,8.53E-12
Os02g0577700,1190.627206,3.968253027,0.453487084,8.750531529,2.12E-18,1.51E-16
Os02g0578400,56.1944282,-4.527833088,1.114530782,-4.062546462,4.85E-05,0.000372297
Os02g0580966,10.04180211,-5.571673779,1.699947636,-3.27755612,0.001047099,0.00517941
Os02g0582900,18780.76155,-2.723079957,0.35615393,-7.645795062,2.08E-14,9.20E-13
Os02g0585650,1719.145507,-3.697934015,0.44008136,-8.402841732,4.36E-17,2.66E-15
Os02g0586000,218.8481017,-3.022648632,0.619949498,-4.875636874,1.08E-06,1.24E-05
Os02g0587800,22.32733472,-2.167918978,0.536849493,-4.038224879,5.39E-05,0.000407717
Os02g0593600,41.11157658,-2.152478571,0.696506164,-3.090394143,0.00199891,0.008921364
Os02g0595200,55.66384511,-2.251804384,0.641704976,-3.509096032,0.000449633,0.002535941
Os02g0606600,14.68605534,2.345145154,0.694522984,3.376627134,0.000733805,0.003847647
Os02g0616600,169.8113639,2.713293086,0.242987626,11.16638377,5.96E-29,1.08E-26
Os02g0618100,471.020592,2.801071979,0.229323829,12.21448287,2.60E-34,7.08E-32
Os02g0620500,163.8004405,-3.158776991,0.566466356,-5.576283499,2.46E-08,4.00E-07
Os02g0630000,137.2185645,-2.554307946,0.336394547,-7.593190708,3.12E-14,1.35E-12
Os02g0631100,95.12173613,2.436938812,0.228295899,10.67447478,1.34E-26,1.99E-24
Os02g0641000,6.42841706,3.676655567,1.09746141,3.350145649,0.000807691,0.004161861
Os02g0645000,74.28874562,2.043697793,0.393223227,5.197296737,2.02E-07,2.74E-06
Os02g0658000,10.04141061,2.900075026,0.940193859,3.084550063,0.002038603,0.009054892
Os02g0663800,83.06465798,2.480802741,0.314611255,7.885295578,3.14E-15,1.53E-13
Os02g0666900,4.346741233,4.612825077,1.479477157,3.117875159,0.001821599,0.008265851
Os02g0670100,20.8697139,2.691488865,0.687667136,3.913941391,9.08E-05,0.000639365
Os02g0675400,15.50227088,2.387149612,0.77266671,3.089494577,0.002004974,0.00893766
Os02g0677600,41.02115454,-2.654827324,0.782841132,-3.391272144,0.00069569,0.00367743
Os02g0682700,167.2424512,-2.261342731,0.36260033,-6.23646077,4.48E-10,1.01E-08
Os02g0686800,8.61361734,4.260761111,1.278888523,3.331612594,0.000863444,0.004397925
Os02g0689900,961.4322779,-2.257966215,0.247298315,-9.130536189,6.82E-20,5.57E-18
Os02g0690000,244.468479,-2.15469078,0.442668114,-4.867508436,1.13E-06,1.29E-05
Os02g0690600,38.41694478,2.346776184,0.391809644,5.989582493,2.10E-09,4.21E-08
Os02g0697500,12.97929071,-4.160659937,1.298287489,-3.204729285,0.001351896,0.006428552
Os02g0702300,25.54819918,-2.798021897,0.491203722,-5.696255483,1.22E-08,2.13E-07
Os02g0704000,255.751326,-2.071246415,0.643640715,-3.218016457,0.001290804,0.006196696
Os02g0720400,78.49690379,2.023385173,0.488044145,4.145906049,3.38E-05,0.000270086
Os02g0726700,74.01017478,2.028071949,0.330312888,6.139851099,8.26E-10,1.78E-08
Os02g0728001,7.033008124,-3.753419253,1.145372661,-3.277028848,0.001049057,0.005186496
Os02g0729400,77.72058306,-3.969850556,1.29755845,-3.059477249,0.002217236,0.009720164
Os02g0730000,528.5341962,-2.612189433,0.53408927,-4.890922883,1.00E-06,1.16E-05
Os02g0731700,168.029523,-2.029831839,0.426180957,-4.7628403,1.91E-06,2.07E-05
Os02g0731800,115.9947074,-2.152623202,0.687855974,-3.129467916,0.001751232,0.008001467
Os02g0733900,13.33156946,2.773590136,0.852176618,3.254712789,0.001135071,0.005535859
Os02g0737200,93.20686277,2.053170998,0.300276348,6.837604799,8.05E-12,2.44E-10
Os02g0738100,323.1007752,2.940816059,0.294529392,9.984796562,1.78E-23,2.04E-21
Os02g0739650,3.836613041,5.453188154,1.498066525,3.640150863,0.000272478,0.001653162
Os02g0755600,523.8506239,-2.007397783,0.330799328,-6.068324842,1.29E-09,2.69E-08
Os02g0755900,1708.557127,2.303660384,0.320380484,7.19038924,6.46E-13,2.33E-11
Os02g0758000,1729.522498,2.895118547,0.446280981,6.487210227,8.74E-11,2.21E-09
Os02g0761300,13.86382346,2.719324941,0.71048484,3.827421484,0.000129493,0.00086966
Os02g0769100,1057.47854,-2.713615221,0.299779972,-9.05202307,1.40E-19,1.11E-17
Os02g0769700,16.41694953,2.396828531,0.60549903,3.958434964,7.54E-05,0.000543743
Os02g0772100,887.1426655,-2.341285975,0.432976974,-5.407414512,6.39E-08,9.58E-07
Os02g0774200,886.3393461,2.041316709,0.209490033,9.74421876,1.95E-22,2.07E-20
Os02g0787200,13.54416761,-2.367155548,0.749268173,-3.159290137,0.00158154,0.007342703
Os02g0795100,24.05500777,2.414699918,0.587914717,4.107228226,4.00E-05,0.000313869
Os02g0811800,237.6935387,4.43936367,0.602664582,7.366226257,1.76E-13,6.78E-12
Os02g0812700,76.46942985,2.60724625,0.437715728,5.956482909,2.58E-09,5.09E-08
Os02g0815300,67.76464326,-3.397203378,0.975235283,-3.48347054,0.000494958,0.002760588
Os03g0103300,797.8110613,-3.263715741,1.007226388,-3.240300075,0.00119404,0.005793145
Os03g0114550,153.622128,-2.017322918,0.451806,-4.465020204,8.01E-06,7.47E-05
Os03g0117100,369.9174022,-3.737647701,0.564191087,-6.624790409,3.48E-11,9.53E-10
Os03g0129400,117.2829187,2.057810654,0.348532851,5.904208591,3.54E-09,6.80E-08
Os03g0130100,502.1868457,2.70003624,0.285497691,9.457296255,3.16E-21,2.92E-19
Os03g0138700,449.6744714,-2.986224696,0.433339949,-6.89118255,5.53E-12,1.74E-10
Os03g0140300,22.22633307,-3.654448206,1.099447702,-3.323894534,0.000887698,0.004498275
Os03g0143100,34.03053819,-9.048060864,1.268632811,-7.13213531,9.88E-13,3.48E-11
Os03g0147150,6.564948394,-3.226744095,1.03556085,-3.115938666,0.001833604,0.008312488
Os03g0153400,87.56581292,-2.374500945,0.349224516,-6.799353532,1.05E-11,3.11E-10
Os03g0154000,2573.247211,4.055212996,0.267819506,15.14158941,8.61E-52,8.51E-49
Os03g0155632,37.80941015,3.309691273,0.55068493,6.01013591,1.85E-09,3.76E-08
Os03g0155700,47.96437543,3.40352123,0.476464654,7.143281674,9.11E-13,3.25E-11
Os03g0167302,7.591342728,-6.383525168,1.85615615,-3.439109994,0.00058363,0.003178018
Os03g0168500,18.12443157,2.286759672,0.549022262,4.165149268,3.11E-05,0.000250477
Os03g0185700,884.7964911,-2.733250813,0.194526281,-14.05080488,7.62E-45,5.25E-42
Os03g0188100,581.4963833,2.969738594,0.275269489,10.78847714,3.90E-27,6.06E-25
Os03g0196600,692.4083151,3.081264489,0.185854236,16.57893068,9.90E-62,1.22E-58
Os03g0206700,314.6744609,-2.900822211,0.579816449,-5.003000887,5.64E-07,6.91E-06
Os03g0206750,4.319133945,-6.068956143,1.74429479,-3.479317934,0.000502692,0.002796359
Os03g0213600,12.59420268,2.50424883,0.659054945,3.79975729,0.000144838,0.000959243
Os03g0227700,1299.600102,-2.592491937,0.276766747,-9.367064364,7.46E-21,6.60E-19
Os03g0232800,177.3658081,4.908787523,0.458029976,10.71717524,8.45E-27,1.27E-24
Os03g0233900,965.5384562,2.04321388,0.403985888,5.057636773,4.24E-07,5.36E-06
Os03g0234000,4.379048395,5.133134807,1.652061138,3.10710947,0.001889264,0.008507572
Os03g0234500,139.940288,2.453599038,0.256352494,9.571192378,1.06E-21,1.02E-19
Os03g0238300,884.4833151,-2.579336317,0.22881178,-11.27274265,1.79E-29,3.40E-27
Os03g0244333,16.47549035,2.625840762,0.779621063,3.368098794,0.000756885,0.003944636
Os03g0245700,1245.382532,2.031837573,0.302263742,6.722068489,1.79E-11,5.13E-10
Os03g0252900,44.58955357,-2.383060888,0.584165884,-4.079424961,4.51E-05,0.000348527
Os03g0256800,11.05998295,2.39777727,0.722761351,3.317522812,0.000908195,0.0045849
Os03g0258200,1176.022754,2.04156127,0.222045802,9.194325029,3.77E-20,3.14E-18
Os03g0269100,397.0280951,-3.06650172,0.346858386,-8.840788768,9.50E-19,6.94E-17
Os03g0270500,65.01014224,2.212400788,0.363472926,6.086837926,1.15E-09,2.41E-08
Os03g0277000,19.77772035,3.574171482,0.653059168,5.472967313,4.43E-08,6.82E-07
Os03g0277300,75.95523368,4.129704643,0.549694034,7.512733248,5.79E-14,2.39E-12
Os03g0283000,21.03973739,7.319389828,1.287140871,5.68654915,1.30E-08,2.24E-07
Os03g0283100,2188.248319,3.485558612,0.190976324,18.25126038,2.02E-74,4.28E-71
Os03g0283200,500.8036455,5.555350494,0.287959321,19.29213636,6.25E-83,2.65E-79
Os03g0287100,99.55738073,2.526722877,0.388358502,6.506160844,7.71E-11,1.96E-09
Os03g0293700,24.46908562,4.099607397,0.940982927,4.356728776,1.32E-05,0.000117104
Os03g0296200,13.59827479,2.753409627,0.74518193,3.694949536,0.00021993,0.001376609
Os03g0301950,9.543083143,2.370280572,0.753543926,3.14551082,0.001657971,0.007643683
Os03g0306800,902.6061836,-3.344978738,0.984604936,-3.397280084,0.000680593,0.00360792
Os03g0310800,2063.428642,2.362642907,0.127958451,18.46414119,4.01E-76,9.91E-73
Os03g0317900,124.7104323,-3.343194682,0.520525076,-6.422735115,1.34E-10,3.27E-09
Os03g0319000,175.0787737,2.284571626,0.235113573,9.716885339,2.55E-22,2.65E-20
Os03g0319050,175.2786169,2.393394168,0.260753212,9.178771559,4.36E-20,3.62E-18
Os03g0321100,24.95226046,2.262722236,0.589244052,3.840042554,0.000123013,0.000831797
Os03g0323100,27.40098947,-2.96796157,0.837920229,-3.542057428,0.000397019,0.002285288
Os03g0335200,403.5670214,2.880205036,0.24205039,11.89919603,1.19E-32,2.98E-30
Os03g0339400,5077.498208,3.593936071,0.253738362,14.16394445,1.53E-45,1.11E-42
Os03g0341000,169.496559,2.383204025,0.368248629,6.471725451,9.69E-11,2.42E-09
Os03g0351200,83.89247686,-3.172243068,0.817615093,-3.879873421,0.000104511,0.000721332
Os03g0360600,109.1443404,-2.835645345,0.811354422,-3.494952722,0.000474146,0.002659522
Os03g0365800,660.2862537,-2.284087768,0.281032576,-8.127484015,4.38E-16,2.39E-14
Os03g0374901,53.77542951,-3.058819094,0.42937353,-7.123911649,1.05E-12,3.68E-11
Os03g0413000,53.17893834,-3.368742597,0.752881821,-4.474463991,7.66E-06,7.19E-05
Os03g0417700,610.5304106,-5.706289609,0.461811497,-12.35631778,4.50E-35,1.28E-32
Os03g0417750,60.90221373,-4.896535999,0.670001089,-7.308250803,2.71E-13,1.02E-11
Os03g0425000,93.81483579,-2.794077702,0.900216508,-3.103784118,0.001910627,0.008589418
Os03g0425600,6.40152815,4.155514078,1.278031516,3.251495778,0.001147995,0.005592631
Os03g0428700,13.81623001,3.335761337,0.849416169,3.927122487,8.60E-05,0.000609092
Os03g0432100,130.9581102,-3.047933515,0.517552354,-5.889130811,3.88E-09,7.37E-08
Os03g0556500,10.76933565,6.187366624,1.804849409,3.428189961,0.00060762,0.00328315
Os03g0561400,223.2389333,2.579387939,0.271353783,9.505627338,1.99E-21,1.85E-19
Os03g0570100,123.5256897,-2.187146258,0.452115194,-4.837586272,1.31E-06,1.48E-05
Os03g0571900,941.191803,2.501987991,0.204073587,12.26022452,1.48E-34,4.14E-32
Os03g0575200,925.2316696,2.554173835,0.220161578,11.6013605,4.06E-31,8.84E-29
Os03g0578900,12.84591149,-2.845253931,0.724300555,-3.928277992,8.56E-05,0.000606899
Os03g0594600,23.4305708,-2.472984877,0.577902181,-4.279244757,1.88E-05,0.000160158
Os03g0596101,11.5559687,-3.265592813,1.026282869,-3.181961729,0.001462811,0.006880924
Os03g0603100,40.27092865,-2.800291919,0.500162878,-5.598760003,2.16E-08,3.57E-07
Os03g0603200,122.0172884,-2.67399251,0.445325328,-6.004582138,1.92E-09,3.88E-08
Os03g0608000,19.36299636,5.247387652,0.880403816,5.960205481,2.52E-09,4.99E-08
Os03g0618300,2504.898232,2.079178222,0.159937156,12.99996995,1.22E-38,4.77E-36
Os03g0619875,196.8298271,-4.421471205,0.399409711,-11.07001428,1.75E-28,3.13E-26
Os03g0625300,12.22446669,-2.896892943,0.740261036,-3.913339759,9.10E-05,0.000640808
Os03g0638400,71.00573372,2.832680933,0.31477661,8.999019773,2.28E-19,1.75E-17
Os03g0642300,290.6860447,2.112480582,0.308115911,6.856123001,7.08E-12,2.18E-10
Os03g0642600,117.5073729,-2.200873959,0.343247189,-6.411921293,1.44E-10,3.49E-09
Os03g0643250,22.22448032,2.199561573,0.498862039,4.409158049,1.04E-05,9.45E-05
Os03g0643611,3.448557838,-4.581864965,1.48375127,-3.088027662,0.002014897,0.008969757
Os03g0643700,609.4241306,5.181913488,0.212837065,24.34685648,6.26E-131,4.64E-127
Os03g0648600,35.09636035,2.261024668,0.457465271,4.942505615,7.71E-07,9.17E-06
Os03g0659200,399.2998389,-2.021739626,0.514416085,-3.930164091,8.49E-05,0.000603457
Os03g0660000,23.16295668,-2.818253652,0.712169752,-3.957277944,7.58E-05,0.000546117
Os03g0660050,64.43486506,-2.081823771,0.557105904,-3.736854617,0.000186337,0.001190209
Os03g0663900,14.86052655,4.609041438,1.344871948,3.42712289,0.000610013,0.003291449
Os03g0666800,24.74294797,-2.445406141,0.537144366,-4.552605026,5.30E-06,5.15E-05
Os03g0673400,2262.546347,2.632315429,0.227527244,11.56923184,5.90E-31,1.27E-28
Os03g0674900,45.39932181,2.91844444,0.436832611,6.680921633,2.37E-11,6.63E-10
Os03g0683800,84.07725513,-4.244139949,0.460279392,-9.220790735,2.95E-20,2.49E-18
Os03g0689400,45.31295913,-2.169315687,0.696760008,-3.113433123,0.001849244,0.008360377
Os03g0692000,181.7973489,2.38947363,0.372897063,6.407863898,1.48E-10,3.58E-09
Os03g0704901,24.94119786,2.012795175,0.474214153,4.24448567,2.19E-05,0.000183834
Os03g0711100,207.5417432,-4.009367777,0.683704993,-5.864177999,4.51E-09,8.46E-08
Os03g0714100,11.02895803,3.435605345,1.035915574,3.316491645,0.000911553,0.004598146
Os03g0718800,102.8614815,-2.485745735,0.420827485,-5.906804618,3.49E-09,6.71E-08
Os03g0719850,16.32161355,2.451072062,0.590460296,4.151120877,3.31E-05,0.000264788
Os03g0724500,78.39889429,2.129583495,0.294068162,7.241802311,4.43E-13,1.63E-11
Os03g0724800,23.19510695,2.137443953,0.53061759,4.028219181,5.62E-05,0.000422526
Os03g0739700,84.80878333,3.998823336,0.387109891,10.32994358,5.16E-25,6.65E-23
Os03g0740200,95.07415841,2.445792197,0.468273969,5.222994145,1.76E-07,2.42E-06
Os03g0741500,17.90740909,-3.680805355,0.924297937,-3.982271525,6.83E-05,0.000499504
Os03g0743650,8.063055231,4.189451891,1.116995132,3.750644718,0.00017638,0.00113567
Os03g0745000,32.35091935,2.658666328,0.553691637,4.801709384,1.57E-06,1.74E-05
Os03g0757100,21.48114886,-2.13932512,0.610601939,-3.503633027,0.000458957,0.002582147
Os03g0757600,761.1006761,3.421790411,0.295396707,11.58371212,4.98E-31,1.08E-28
Os03g0760200,8734.726175,4.708122214,0.305640354,15.40412496,1.54E-53,1.69E-50
Os03g0768900,55.77199462,2.142709705,0.453457998,4.725266103,2.30E-06,2.45E-05
Os03g0776900,503.1498856,2.78526528,0.286080846,9.735937642,2.12E-22,2.22E-20
Os03g0781300,291.0724357,3.696186989,0.272642,13.55692444,7.21E-42,3.89E-39
Os03g0781400,38.12788847,-3.06407241,0.828913288,-3.696493296,0.000218598,0.001369136
Os03g0785900,1779.168741,3.51680277,0.241483277,14.56333878,4.81E-48,3.85E-45
Os03g0790500,688.2640159,3.258465647,0.464824873,7.010093128,2.38E-12,7.87E-11
Os03g0805600,50.21675823,-3.007882146,0.764697297,-3.933428504,8.37E-05,0.000596318
Os03g0805700,19.50390265,-2.616396316,0.698034652,-3.748232714,0.000178085,0.001145401
Os03g0805850,15.57402414,-4.864214199,1.32696948,-3.665656425,0.000246705,0.001516098
Os03g0810500,45.86909577,2.54528819,0.394462811,6.452542856,1.10E-10,2.72E-09
Os03g0812400,360.8092834,2.35809495,0.238529023,9.885987557,4.79E-23,5.40E-21
Os03g0812800,60.78819068,3.361127497,0.38950821,8.629157004,6.18E-18,4.14E-16
Os03g0813450,5.991548207,4.607089286,1.387678351,3.319997953,0.000900181,0.004552972
Os03g0820400,208.0633232,2.938006342,0.235181593,12.49250123,8.20E-36,2.46E-33
Os03g0820500,33.38411406,2.140963626,0.531247556,4.030067722,5.58E-05,0.000419674
Os03g0823301,10.05558749,4.204134888,0.882384062,4.764518163,1.89E-06,2.06E-05
Os03g0823350,23.22142142,2.416622901,0.565638277,4.272382188,1.93E-05,0.000164223
Os03g0826900,105.0109914,-3.074000722,0.78591558,-3.911362491,9.18E-05,0.000645006
Os03g0838800,155.9746773,2.445975679,0.34282903,7.134680737,9.70E-13,3.43E-11
Os03g0841600,1554.55827,2.795198707,0.267398715,10.45329895,1.42E-25,1.92E-23
Os03g0853200,1079.98833,2.96996881,0.315392686,9.416733294,4.65E-21,4.21E-19
Os03g0856500,292.7166178,-2.297583097,0.595366396,-3.85910779,0.000113802,0.00077803
Os03g0861300,22.87753623,3.039613889,0.572961071,5.305096708,1.13E-07,1.61E-06
Os04g0104900,55.32419095,-3.092929272,0.664898791,-4.651729428,3.29E-06,3.38E-05
Os04g0107600,566.3936405,2.552525981,0.272482555,9.367667522,7.42E-21,6.58E-19
Os04g0107900,25.62271256,2.384513642,0.724391689,3.291746271,0.000995674,0.004958132
Os04g0111200,568.5293421,3.417584281,0.291783911,11.71272353,1.10E-31,2.56E-29
Os04g0111225,261.0295398,3.161272794,0.318013964,9.94067291,2.77E-23,3.15E-21
Os04g0111250,32.14226399,3.44900571,0.582780454,5.918190439,3.26E-09,6.30E-08
Os04g0117300,165.2501597,-2.080425509,0.224687739,-9.259185726,2.06E-20,1.77E-18
Os04g0118450,129.2071902,10.52493719,2.99776718,3.510925484,0.00044655,0.002520471
Os04g0118700,47.11107918,-2.300920561,0.61921813,-3.715848177,0.000202523,0.001279812
Os04g0128001,156.0483741,-2.093982916,0.312031472,-6.710806774,1.94E-11,5.50E-10
Os04g0137450,54.58734157,-2.281112635,0.621985006,-3.667472069,0.00024496,0.001507808
Os04g0139100,8.620320223,3.576405558,1.059187059,3.376557074,0.000733991,0.003847647
Os04g0167800,311.2862499,2.904334745,0.484044062,6.000145381,1.97E-09,3.98E-08
Os04g0167900,5.903590236,5.23726029,1.413099259,3.706222516,0.000210373,0.001323777
Os04g0168300,15.80499961,-4.306383453,1.185209332,-3.633437013,0.000279671,0.001689882
Os04g0186400,377.5446724,3.427968277,0.246639966,13.89867316,6.45E-44,4.07E-41
Os04g0186800,7.219149954,6.424411787,1.668253994,3.850979414,0.000117646,0.000799704
Os04g0197500,84.76081042,2.503125865,0.431015066,5.807513613,6.34E-09,1.16E-07
Os04g0201800,23.17185211,2.146163188,0.525173756,4.086577374,4.38E-05,0.000339108
Os04g0225100,22.17992223,2.134950156,0.569708304,3.747444336,0.000178645,0.001148507
Os04g0228400,838.286861,2.393407226,0.397855068,6.01577665,1.79E-09,3.63E-08
Os04g0229100,447.1014479,2.058566474,0.289328498,7.114979997,1.12E-12,3.90E-11
Os04g0322100,2626.039246,-2.202619159,0.329115303,-6.69254555,2.19E-11,6.19E-10
Os04g0324100,61.24711826,-3.151434863,0.586558569,-5.37275394,7.75E-08,1.14E-06
Os04g0338100,81.90133744,2.182278003,0.326739774,6.678948139,2.41E-11,6.71E-10
Os04g0339400,8581.770935,3.752890228,0.261170548,14.36950015,8.04E-47,6.27E-44
Os04g0341500,5.182464887,-4.146798594,1.232165142,-3.36545683,0.00076417,0.003977711
Os04g0352400,286.9611737,3.96970524,0.527113696,7.531022763,5.03E-14,2.10E-12
Os04g0359700,479.6090836,2.239290028,0.328344381,6.819943198,9.11E-12,2.73E-10
Os04g0359900,6.65997911,6.23077205,1.48961425,4.182809106,2.88E-05,0.000234359
Os04g0369000,188.7145111,2.597979576,0.29716702,8.74248958,2.28E-18,1.61E-16
Os04g0369033,8.312547822,2.707926932,0.78731649,3.439438861,0.000582921,0.003175326
Os04g0372700,60.19797118,2.025803461,0.311281631,6.507944123,7.62E-11,1.94E-09
Os04g0372750,101.6751806,2.267509326,0.281491876,8.055327772,7.93E-16,4.15E-14
Os04g0372775,35.08673933,2.0639312,0.413187064,4.995149604,5.88E-07,7.17E-06
Os04g0380400,24.67271143,-2.519037429,0.704049023,-3.577929019,0.000346327,0.002030564
Os04g0389100,54.087874,-3.212904865,0.356090572,-9.022718149,1.83E-19,1.44E-17
Os04g0390800,26.43263949,-3.712883979,0.941911172,-3.941862132,8.09E-05,0.000578508
Os04g0404400,1762.224309,-3.272394452,0.283856982,-11.52832117,9.50E-31,2.00E-28
